yearstart,locationabbr,stratificationcategory1,stratification1,overweight_value,obesity_value,obesity_high_risk,overweight_high_risk
2018,ID,Income,"$75,000 or greater",35.8,26.5,0,1
2018,ID,Income,Data not reported,28.1,23.9,0,0
2018,ID,Income,"Less than $15,000",31.7,28.3,0,0
2018,ID,Race/Ethnicity,Hispanic,36.7,32.1,1,1
2018,ID,Race/Ethnicity,Non-Hispanic White,35.5,27.9,0,1
2018,ID,Sex,Female,28.8,27.1,0,0
2018,ID,Sex,Male,42.0,29.7,0,1
2018,ID,Total,Total,35.7,28.4,0,1
2018,IL,Age (years),18 - 24,23.6,16.8,0,0
2018,IL,Age (years),25 - 34,33.5,27.4,0,0
2018,IL,Age (years),35 - 44,34.1,37.6,1,0
2018,IL,Age (years),45 - 54,37.8,35.7,1,1
2018,IL,Age (years),55 - 64,38.7,36.3,1,1
2018,IL,Age (years),65 or older,37.8,32.5,1,1
2018,IL,Education,College graduate,36.1,25.1,0,1
2018,IL,Education,High school graduate,33.5,32.9,1,0
2018,IL,Education,Less than high school,36.3,36.7,1,1
2018,IL,Education,Some college or technical school,34.5,35.7,1,0
2018,IL,Income,"$15,000 - $24,999",29.5,39.6,1,0
2018,IL,Income,"$25,000 - $34,999",36.6,31.2,0,1
2018,IL,Income,"$35,000 - $49,999",36.1,29.8,0,1
2018,IL,Income,"$50,000 - $74,999",35.5,32.8,1,1
2018,IL,Income,"$75,000 or greater",38.2,28.3,0,1
2018,IL,Income,Data not reported,29.1,30.9,0,0
2018,IL,Income,"Less than $15,000",31.6,35.5,1,0
2018,IL,Race/Ethnicity,2 or more races,27.6,28.9,0,0
2018,IL,Race/Ethnicity,Asian,22.9,10.2,0,0
2018,IL,Race/Ethnicity,Hispanic,38.5,36.7,1,1
2018,IL,Race/Ethnicity,Non-Hispanic Black,31.9,42.5,1,0
2018,IL,Race/Ethnicity,Non-Hispanic White,35.7,30.6,0,1
2018,IL,Sex,Female,28.7,33.2,1,0
2018,IL,Sex,Male,41.1,30.1,0,1
2018,IL,Total,Total,34.9,31.8,1,1
2018,IN,Age (years),18 - 24,24.8,22.6,0,0
2018,IN,Age (years),25 - 34,31.8,31.8,1,0
2018,IN,Age (years),35 - 44,29.6,38.0,1,0
2018,IN,Age (years),45 - 54,32.2,40.6,1,0
2018,IN,Age (years),55 - 64,36.5,37.6,1,1
2018,IN,Age (years),65 or older,36.4,32.6,1,1
2018,IN,Education,College graduate,33.4,30.2,0,0
2018,IN,Education,High school graduate,32.3,36.6,1,0
2018,IN,Education,Less than high school,24.9,34.6,1,0
2018,IN,Education,Some college or technical school,34.6,34.2,1,0
2018,IN,Income,"$15,000 - $24,999",26.2,37.4,1,0
2018,IN,Income,"$25,000 - $34,999",31.6,35.4,1,0
2018,IN,Income,"$35,000 - $49,999",36.3,33.3,1,1
2018,IN,Income,"$50,000 - $74,999",32.8,37.1,1,0
2018,IN,Income,"$75,000 or greater",35.2,33.1,1,1
2018,IN,Income,Data not reported,31.3,29.7,0,0
2018,IN,Income,"Less than $15,000",27.8,35.5,1,0
2018,IN,Race/Ethnicity,2 or more races,24.4,38.0,1,0
2018,IN,Race/Ethnicity,American Indian/Alaska Native,11.5,57.0,1,0
2018,IN,Race/Ethnicity,Asian,22.2,15.2,0,0
2018,IN,Race/Ethnicity,Hispanic,29.2,39.3,1,0
2018,IN,Race/Ethnicity,Non-Hispanic Black,35.2,39.4,1,1
2018,IN,Race/Ethnicity,Non-Hispanic White,32.5,33.6,1,0
2018,IN,Race/Ethnicity,Other,44.0,33.3,1,1
2018,IN,Sex,Female,28.7,34.2,1,0
2018,IN,Sex,Male,35.9,33.9,1,1
2018,IN,Total,Total,32.3,34.1,1,0
2018,KS,Age (years),18 - 24,28.1,21.8,0,0
2018,KS,Age (years),25 - 34,33.6,32.9,1,0
2018,KS,Age (years),35 - 44,31.9,39.8,1,0
2018,KS,Age (years),45 - 54,34.4,40.7,1,0
2018,KS,Age (years),55 - 64,34.8,39.5,1,1
2018,KS,Age (years),65 or older,40.1,31.0,0,1
2018,KS,Education,College graduate,37.2,28.9,0,1
2018,KS,Education,High school graduate,33.0,37.3,1,0
2018,KS,Education,Less than high school,34.3,32.4,1,0
2018,KS,Education,Some college or technical school,32.7,37.4,1,0
2018,KS,Income,"$15,000 - $24,999",29.7,38.3,1,0
2018,KS,Income,"$25,000 - $34,999",35.0,36.0,1,1
2018,KS,Income,"$35,000 - $49,999",38.7,33.3,1,1
2018,KS,Income,"$50,000 - $74,999",35.3,37.1,1,1
2018,KS,Income,"$75,000 or greater",37.6,31.9,1,1
2018,KS,Income,Data not reported,32.2,28.8,0,0
2018,KS,Income,"Less than $15,000",21.5,41.7,1,0
2018,KS,Race/Ethnicity,2 or more races,29.2,38.1,1,0
2018,KS,Race/Ethnicity,American Indian/Alaska Native,27.5,43.5,1,0
2018,KS,Race/Ethnicity,Asian,28.6,16.4,0,0
2018,KS,Race/Ethnicity,Hispanic,36.6,38.0,1,1
2018,KS,Race/Ethnicity,Non-Hispanic Black,31.6,41.2,1,0
2018,KS,Race/Ethnicity,Non-Hispanic White,34.5,33.8,1,0
2018,KS,Sex,Female,28.1,35.6,1,0
2018,KS,Sex,Male,40.1,33.3,1,1
2018,KS,Total,Total,34.3,34.4,1,0
2018,KY,Age (years),18 - 24,30.7,18.5,0,0
2018,KY,Age (years),25 - 34,28.8,37.0,1,0
2018,KY,Age (years),35 - 44,29.2,43.1,1,0
2018,KY,Age (years),45 - 54,27.3,45.4,1,0
2018,KY,Age (years),55 - 64,31.3,42.4,1,0
2018,KY,Age (years),65 or older,40.7,30.8,0,1
2018,KY,Education,College graduate,32.6,34.3,1,0
2018,KY,Education,High school graduate,33.3,37.7,1,0
2018,KY,Education,Less than high school,23.8,37.8,1,0
2018,KY,Education,Some college or technical school,33.3,36.6,1,0
2018,KY,Income,"$15,000 - $24,999",26.6,41.3,1,0
2018,KY,Income,"$25,000 - $34,999",29.6,42.1,1,0
2018,KY,Income,"$35,000 - $49,999",32.5,37.8,1,0
2018,KY,Income,"$50,000 - $74,999",35.6,39.8,1,1
2018,KY,Income,"$75,000 or greater",36.0,33.2,1,1
2018,KY,Income,Data not reported,31.2,30.0,0,0
2018,KY,Income,"Less than $15,000",25.8,39.8,1,0
2018,KY,Race/Ethnicity,2 or more races,27.0,29.0,0,0
2018,KY,Race/Ethnicity,American Indian/Alaska Native,54.8,21.4,0,1
2018,KY,Race/Ethnicity,Hispanic,25.0,34.1,1,0
2018,KY,Race/Ethnicity,Non-Hispanic Black,27.7,41.7,1,0
2018,KY,Race/Ethnicity,Non-Hispanic White,32.0,36.8,1,0
2018,KY,Sex,Female,27.9,36.8,1,0
2018,KY,Sex,Male,35.7,36.4,1,1
2018,KY,Total,Total,31.9,36.6,1,0
2018,LA,Age (years),18 - 24,21.7,27.9,0,0
2018,LA,Age (years),25 - 34,31.3,33.9,1,0
2018,LA,Age (years),35 - 44,33.2,40.6,1,0
2018,LA,Age (years),45 - 54,33.2,45.8,1,0
2018,LA,Age (years),55 - 64,33.8,40.2,1,0
2018,LA,Age (years),65 or older,38.8,31.8,1,1
2018,LA,Education,College graduate,36.7,29.6,0,1
2018,LA,Education,High school graduate,32.7,40.4,1,0
2018,LA,Education,Less than high school,27.5,36.0,1,0
2018,LA,Education,Some college or technical school,32.4,38.2,1,0
2018,LA,Income,"$15,000 - $24,999",32.9,41.5,1,0
2018,LA,Income,"$25,000 - $34,999",29.5,39.2,1,0
2018,LA,Income,"$35,000 - $49,999",32.8,39.7,1,0
2018,LA,Income,"$50,000 - $74,999",33.9,39.6,1,0
2018,LA,Income,"$75,000 or greater",36.4,33.3,1,1
2018,LA,Income,Data not reported,30.0,29.7,0,0
2018,LA,Income,"Less than $15,000",28.4,38.8,1,0
2018,LA,Race/Ethnicity,2 or more races,25.5,37.3,1,0
2018,LA,Race/Ethnicity,American Indian/Alaska Native,33.3,39.8,1,0
2018,LA,Race/Ethnicity,Hispanic,38.8,29.3,0,1
2018,LA,Race/Ethnicity,Non-Hispanic Black,26.9,46.2,1,0
2018,LA,Race/Ethnicity,Non-Hispanic White,34.8,33.0,1,1
2018,LA,Sex,Female,27.3,39.5,1,0
2018,LA,Sex,Male,38.1,34.1,1,1
2018,LA,Total,Total,32.7,36.8,1,0
2018,MA,Age (years),18 - 24,24.8,13.0,0,0
2018,MA,Age (years),25 - 34,31.4,25.7,0,0
2018,MA,Age (years),35 - 44,36.2,27.5,0,1
2018,MA,Age (years),45 - 54,37.9,29.4,0,1
2018,MA,Age (years),55 - 64,40.0,29.7,0,1
2018,MA,Age (years),65 or older,41.4,25.9,0,1
2018,MA,Education,College graduate,35.6,20.9,0,1
2018,MA,Education,High school graduate,37.1,29.4,0,1
2018,MA,Education,Less than high school,38.4,29.0,0,1
2018,MA,Education,Some college or technical school,34.2,28.1,0,0
2018,MA,Income,"$15,000 - $24,999",31.0,32.5,1,0
2018,MA,Income,"$25,000 - $34,999",37.8,29.5,0,1
2018,MA,Income,"$35,000 - $49,999",37.5,24.9,0,1
2018,MA,Income,"$50,000 - $74,999",38.9,26.9,0,1
2018,MA,Income,"$75,000 or greater",36.6,24.5,0,1
2018,MA,Income,Data not reported,34.4,23.5,0,0
2018,MA,Income,"Less than $15,000",33.4,25.3,0,0
2018,MA,Race/Ethnicity,2 or more races,30.6,40.0,1,0
2018,MA,Race/Ethnicity,Asian,29.0,6.5,0,0
2018,MA,Race/Ethnicity,Hispanic,42.0,30.2,0,1
2018,MA,Race/Ethnicity,Non-Hispanic Black,42.9,26.8,0,1
2018,MA,Race/Ethnicity,Non-Hispanic White,35.2,26.2,0,1
2018,MA,Race/Ethnicity,Other,44.0,30.3,0,1
2018,MA,Sex,Female,29.7,24.3,0,0
2018,MA,Sex,Male,42.4,27.0,0,1
2018,MA,Total,Total,36.0,25.7,0,1
2018,MD,Age (years),18 - 24,23.7,18.1,0,0
2018,MD,Age (years),25 - 34,34.0,27.4,0,0
2018,MD,Age (years),35 - 44,36.7,36.9,1,1
2018,MD,Age (years),45 - 54,37.7,36.9,1,1
2018,MD,Age (years),55 - 64,37.6,35.4,1,1
2018,MD,Age (years),65 or older,39.3,27.9,0,1
2018,MD,Education,College graduate,37.8,25.7,0,1
2018,MD,Education,High school graduate,35.5,31.7,1,1
2018,MD,Education,Less than high school,34.8,35.1,1,1
2018,MD,Education,Some college or technical school,33.1,35.6,1,0
2018,MD,Income,"$15,000 - $24,999",29.5,35.2,1,0
2018,MD,Income,"$25,000 - $34,999",33.5,37.0,1,0
2018,MD,Income,"$35,000 - $49,999",34.7,35.8,1,0
2018,MD,Income,"$50,000 - $74,999",39.9,30.0,0,1
2018,MD,Income,"$75,000 or greater",38.0,29.5,0,1
2018,MD,Income,Data not reported,34.1,25.6,0,0
2018,MD,Income,"Less than $15,000",27.3,36.6,1,0
2018,MD,Race/Ethnicity,2 or more races,33.8,31.2,0,0
2018,MD,Race/Ethnicity,American Indian/Alaska Native,19.1,41.8,1,0
2018,MD,Race/Ethnicity,Asian,30.5,12.8,0,0
2018,MD,Race/Ethnicity,Hispanic,39.5,30.8,0,1
2018,MD,Race/Ethnicity,Non-Hispanic Black,34.2,38.7,1,0
2018,MD,Race/Ethnicity,Non-Hispanic White,36.5,28.8,0,1
2018,MD,Race/Ethnicity,Other,26.6,36.9,1,0
2018,MD,Sex,Female,30.1,33.1,1,0
2018,MD,Sex,Male,41.2,28.6,0,1
2018,MD,Total,Total,35.6,30.9,0,1
2018,ME,Age (years),18 - 24,23.1,20.5,0,0
2018,ME,Age (years),25 - 34,33.1,27.7,0,0
2018,ME,Age (years),35 - 44,32.1,36.1,1,0
2018,ME,Age (years),45 - 54,34.1,38.6,1,0
2018,ME,Age (years),55 - 64,39.7,30.5,0,1
2018,ME,Age (years),65 or older,40.7,27.2,0,1
2018,ME,Education,College graduate,37.9,23.5,0,1
2018,ME,Education,High school graduate,36.2,33.2,1,1
2018,ME,Education,Less than high school,31.8,34.6,1,0
2018,ME,Education,Some college or technical school,33.1,32.6,1,0
2018,ME,Income,"$15,000 - $24,999",32.4,35.4,1,0
2018,ME,Income,"$25,000 - $34,999",32.8,30.2,0,0
2018,ME,Income,"$35,000 - $49,999",36.8,33.3,1,1
2018,ME,Income,"$50,000 - $74,999",36.2,30.2,0,1
2018,ME,Income,"$75,000 or greater",39.8,26.5,0,1
2018,ME,Income,Data not reported,31.5,29.0,0,0
2018,ME,Income,"Less than $15,000",29.7,35.4,1,0
2018,ME,Race/Ethnicity,2 or more races,34.0,35.5,1,0
2018,ME,Race/Ethnicity,American Indian/Alaska Native,31.4,42.3,1,0
2018,ME,Race/Ethnicity,Hispanic,47.3,19.9,0,1
2018,ME,Race/Ethnicity,Non-Hispanic White,35.6,30.3,0,1
2018,ME,Sex,Female,30.1,29.2,0,0
2018,ME,Sex,Male,40.6,31.5,0,1
2018,ME,Total,Total,35.3,30.4,0,1
2018,MI,Age (years),18 - 24,26.3,18.9,0,0
2018,MI,Age (years),25 - 34,31.7,31.4,0,0
2018,MI,Age (years),35 - 44,35.3,35.7,1,1
2018,MI,Age (years),45 - 54,35.3,38.9,1,1
2018,MI,Age (years),55 - 64,36.5,37.7,1,1
2018,MI,Age (years),65 or older,38.4,32.3,1,1
2018,MI,Education,College graduate,38.5,26.7,0,1
2018,MI,Education,High school graduate,32.3,34.3,1,0
2018,MI,Education,Less than high school,31.6,34.9,1,0
2018,MI,Education,Some college or technical school,34.4,36.0,1,0
2018,MI,Income,"$15,000 - $24,999",28.5,40.1,1,0
2018,MI,Income,"$25,000 - $34,999",34.9,33.5,1,1
2018,MI,Income,"$35,000 - $49,999",33.7,36.3,1,0
2018,MI,Income,"$50,000 - $74,999",37.5,33.3,1,1
2018,MI,Income,"$75,000 or greater",38.4,29.7,0,1
2018,MI,Income,Data not reported,33.3,28.0,0,0
2018,MI,Income,"Less than $15,000",27.5,37.9,1,0
2018,MI,Race/Ethnicity,2 or more races,28.7,34.0,1,0
2018,MI,Race/Ethnicity,American Indian/Alaska Native,46.6,32.6,1,1
2018,MI,Race/Ethnicity,Asian,30.4,8.0,0,0
2018,MI,Race/Ethnicity,Hispanic,34.8,35.5,1,1
2018,MI,Race/Ethnicity,Non-Hispanic Black,32.7,40.3,1,0
2018,MI,Race/Ethnicity,Non-Hispanic White,35.0,32.4,1,1
2018,MI,Race/Ethnicity,Other,32.4,31.5,0,0
2018,MI,Sex,Female,29.0,34.6,1,0
2018,MI,Sex,Male,40.0,31.4,0,1
2018,MI,Total,Total,34.5,33.0,1,0
2018,MN,Age (years),18 - 24,24.4,19.0,0,0
2018,MN,Age (years),25 - 34,32.7,26.9,0,0
2018,MN,Age (years),35 - 44,37.3,32.5,1,1
2018,MN,Age (years),45 - 54,36.0,35.7,1,1
2018,MN,Age (years),55 - 64,40.2,33.4,1,1
2018,MN,Age (years),65 or older,39.4,30.0,0,1
2018,MN,Education,College graduate,37.1,24.3,0,1
2018,MN,Education,High school graduate,35.0,32.8,1,1
2018,MN,Education,Less than high school,33.3,33.4,1,0
2018,MN,Education,Some college or technical school,35.5,32.7,1,1
2018,MN,Income,"$15,000 - $24,999",32.1,32.6,1,0
2018,MN,Income,"$25,000 - $34,999",33.2,33.8,1,0
2018,MN,Income,"$35,000 - $49,999",35.6,31.9,1,1
2018,MN,Income,"$50,000 - $74,999",37.4,31.8,1,1
2018,MN,Income,"$75,000 or greater",38.3,28.0,0,1
2018,MN,Income,Data not reported,35.1,24.7,0,1
2018,MN,Income,"Less than $15,000",25.3,37.8,1,0
2018,MN,Race/Ethnicity,2 or more races,31.5,35.2,1,0
2018,MN,Race/Ethnicity,American Indian/Alaska Native,30.4,50.2,1,0
2018,MN,Race/Ethnicity,Asian,37.4,20.1,0,1
2018,MN,Race/Ethnicity,Hispanic,39.3,32.8,1,1
2018,MN,Race/Ethnicity,Non-Hispanic Black,31.1,32.2,1,0
2018,MN,Race/Ethnicity,Non-Hispanic White,35.9,30.0,0,1
2018,MN,Sex,Female,30.3,27.5,0,0
2018,MN,Sex,Male,40.9,32.4,1,1
2018,MN,Total,Total,35.7,30.1,0,1
2018,MO,Age (years),18 - 24,21.5,20.6,0,0
2018,MO,Age (years),25 - 34,27.6,35.1,1,0
2018,MO,Age (years),35 - 44,31.4,41.9,1,0
2018,MO,Age (years),45 - 54,33.3,41.7,1,0
2018,MO,Age (years),55 - 64,37.2,37.8,1,1
2018,MO,Age (years),65 or older,36.2,31.3,0,1
2018,MO,Education,College graduate,34.6,29.3,0,0
2018,MO,Education,High school graduate,32.5,34.3,1,0
2018,MO,Education,Less than high school,30.0,37.9,1,0
2018,MO,Education,Some college or technical school,29.9,39.2,1,0
2018,MO,Income,"$15,000 - $24,999",30.0,36.7,1,0
2018,MO,Income,"$25,000 - $34,999",29.5,36.4,1,0
2018,MO,Income,"$35,000 - $49,999",30.6,40.1,1,0
2018,MO,Income,"$50,000 - $74,999",35.3,37.6,1,1
2018,MO,Income,"$75,000 or greater",36.8,32.0,1,1
2018,MO,Income,Data not reported,27.5,29.8,0,0
2018,MO,Income,"Less than $15,000",25.2,39.7,1,0
2018,MO,Race/Ethnicity,2 or more races,30.0,40.7,1,0
2018,MO,Race/Ethnicity,American Indian/Alaska Native,25.9,52.5,1,0
2018,MO,Race/Ethnicity,Hispanic,21.0,50.9,1,0
2018,MO,Race/Ethnicity,Non-Hispanic Black,28.2,45.3,1,0
2018,MO,Race/Ethnicity,Non-Hispanic White,32.9,33.1,1,0
2018,MO,Sex,Female,25.9,35.7,1,0
2018,MO,Sex,Male,37.9,34.4,1,1
2018,MO,Total,Total,31.9,35.0,1,0
2018,MS,Age (years),18 - 24,26.5,29.5,0,0
2018,MS,Age (years),25 - 34,32.9,38.5,1,0
2018,MS,Age (years),35 - 44,31.4,45.4,1,0
2018,MS,Age (years),45 - 54,33.9,46.3,1,0
2018,MS,Age (years),55 - 64,36.6,44.2,1,1
2018,MS,Age (years),65 or older,38.7,32.8,1,1
2018,MS,Education,College graduate,38.8,35.9,1,1
2018,MS,Education,High school graduate,31.7,41.1,1,0
2018,MS,Education,Less than high school,28.8,38.4,1,0
2018,MS,Education,Some college or technical school,35.3,40.8,1,1
2018,MS,Income,"$15,000 - $24,999",29.4,44.0,1,0
2018,MS,Income,"$25,000 - $34,999",33.8,37.9,1,0
2018,MS,Income,"$35,000 - $49,999",38.1,39.7,1,1
2018,MS,Income,"$50,000 - $74,999",39.3,39.9,1,1
2018,MS,Income,"$75,000 or greater",37.3,36.9,1,1
2018,MS,Income,Data not reported,32.2,32.3,1,0
2018,MS,Income,"Less than $15,000",29.6,46.1,1,0
2018,MS,Race/Ethnicity,Non-Hispanic Black,31.6,45.7,1,0
2018,MS,Race/Ethnicity,Non-Hispanic White,34.7,36.3,1,0
2018,MS,Sex,Female,27.8,42.6,1,0
2018,MS,Sex,Male,40.1,36.1,1,1
2018,MS,Total,Total,33.8,39.5,1,0
2018,MT,Age (years),18 - 24,29.2,11.6,0,0
2018,MT,Age (years),25 - 34,34.1,28.9,0,0
2018,MT,Age (years),35 - 44,33.1,29.2,0,0
2018,MT,Age (years),45 - 54,40.7,31.7,1,1
2018,MT,Age (years),55 - 64,36.3,33.6,1,1
2018,MT,Age (years),65 or older,41.1,24.1,0,1
2018,MT,Education,College graduate,36.5,25.8,0,1
2018,MT,Education,High school graduate,37.0,26.4,0,1
2018,MT,Education,Less than high school,39.3,25.8,0,1
2018,MT,Education,Some college or technical school,34.9,28.5,0,1
2018,MT,Income,"$15,000 - $24,999",35.9,26.5,0,1
2018,MT,Income,"$25,000 - $34,999",39.4,27.3,0,1
2018,MT,Income,"$35,000 - $49,999",34.8,27.8,0,1
2018,MT,Income,"$50,000 - $74,999",33.1,30.0,0,0
2018,MT,Income,"$75,000 or greater",40.2,25.4,0,1
2018,MT,Income,Data not reported,35.7,21.8,0,1
2018,MT,Income,"Less than $15,000",31.9,34.2,1,0
2018,MT,Race/Ethnicity,2 or more races,44.5,31.2,0,1
2018,MT,Race/Ethnicity,American Indian/Alaska Native,36.5,41.4,1,1
2018,MT,Race/Ethnicity,Hispanic,40.7,23.7,0,1
2018,MT,Race/Ethnicity,Non-Hispanic White,36.1,25.9,0,1
2018,MT,Sex,Female,30.7,25.8,0,0
2018,MT,Sex,Male,41.5,27.8,0,1
2018,MT,Total,Total,36.4,26.9,0,1
2018,NC,Age (years),18 - 24,24.4,16.7,0,0
2018,NC,Age (years),25 - 34,32.2,31.6,0,0
2018,NC,Age (years),35 - 44,40.1,34.4,1,1
2018,NC,Age (years),45 - 54,34.2,44.5,1,0
2018,NC,Age (years),55 - 64,34.4,40.3,1,0
2018,NC,Age (years),65 or older,40.6,27.6,0,1
2018,NC,Education,College graduate,38.7,24.8,0,1
2018,NC,Education,High school graduate,34.0,32.5,1,0
2018,NC,Education,Less than high school,35.5,37.8,1,1
2018,NC,Education,Some college or technical school,32.8,38.2,1,0
2018,NC,Income,"$15,000 - $24,999",34.2,35.0,1,0
2018,NC,Income,"$25,000 - $34,999",31.0,39.2,1,0
2018,NC,Income,"$35,000 - $49,999",39.7,35.1,1,1
2018,NC,Income,"$50,000 - $74,999",34.8,35.3,1,1
2018,NC,Income,"$75,000 or greater",36.3,30.8,0,1
2018,NC,Income,Data not reported,36.4,27.5,0,1
2018,NC,Income,"Less than $15,000",27.3,34.4,1,0
2018,NC,Race/Ethnicity,2 or more races,22.3,36.6,1,0
2018,NC,Race/Ethnicity,American Indian/Alaska Native,22.5,58.6,1,0
2018,NC,Race/Ethnicity,Hispanic,40.8,30.6,0,1
2018,NC,Race/Ethnicity,Non-Hispanic Black,31.3,44.8,1,0
2018,NC,Race/Ethnicity,Non-Hispanic White,36.5,29.4,0,1
2018,NC,Sex,Female,30.6,33.9,1,0
2018,NC,Sex,Male,39.5,32.1,1,1
2018,NC,Total,Total,35.1,33.0,1,1
2018,ND,Age (years),18 - 24,30.3,21.1,0,0
2018,ND,Age (years),25 - 34,32.6,35.7,1,0
2018,ND,Age (years),35 - 44,36.1,40.7,1,1
2018,ND,Age (years),45 - 54,37.6,41.7,1,1
2018,ND,Age (years),55 - 64,38.6,37.3,1,1
2018,ND,Age (years),65 or older,40.0,34.3,1,1
2018,ND,Education,College graduate,36.6,31.2,0,1
2018,ND,Education,High school graduate,33.6,38.2,1,0
2018,ND,Education,Less than high school,35.9,33.4,1,1
2018,ND,Education,Some college or technical school,37.1,36.1,1,1
2018,ND,Income,"$15,000 - $24,999",32.7,38.1,1,0
2018,ND,Income,"$25,000 - $34,999",36.4,38.1,1,1
2018,ND,Income,"$35,000 - $49,999",33.6,34.4,1,0
2018,ND,Income,"$50,000 - $74,999",38.1,36.2,1,1
2018,ND,Income,"$75,000 or greater",37.1,34.9,1,1
2018,ND,Income,Data not reported,37.5,30.4,0,1
2018,ND,Income,"Less than $15,000",30.5,33.8,1,0
2018,ND,Race/Ethnicity,2 or more races,24.6,37.0,1,0
2018,ND,Race/Ethnicity,American Indian/Alaska Native,29.2,44.8,1,0
2018,ND,Race/Ethnicity,Hispanic,29.5,41.0,1,0
2018,ND,Race/Ethnicity,Non-Hispanic Black,46.9,29.2,0,1
2018,ND,Race/Ethnicity,Non-Hispanic White,36.2,34.9,1,1
2018,ND,Sex,Female,30.1,34.2,1,0
2018,ND,Sex,Male,40.9,36.0,1,1
2018,ND,Total,Total,35.9,35.1,1,1
2018,NE,Age (years),18 - 24,25.3,20.3,0,0
2018,NE,Age (years),25 - 34,34.8,32.1,1,1
2018,NE,Age (years),35 - 44,36.2,35.7,1,1
2018,NE,Age (years),45 - 54,34.7,41.0,1,0
2018,NE,Age (years),55 - 64,35.0,41.9,1,1
2018,NE,Age (years),65 or older,39.5,32.4,1,1
2018,NE,Education,College graduate,37.4,29.5,0,1
2018,NE,Education,High school graduate,34.0,36.1,1,0
2018,NE,Education,Less than high school,29.6,39.5,1,0
2018,NE,Education,Some college or technical school,34.5,35.1,1,0
2018,NE,Income,"$15,000 - $24,999",30.1,38.8,1,0
2018,NE,Income,"$25,000 - $34,999",31.6,34.5,1,0
2018,NE,Income,"$35,000 - $49,999",33.3,37.5,1,0
2018,NE,Income,"$50,000 - $74,999",36.3,36.9,1,1
2018,NE,Income,"$75,000 or greater",38.3,30.5,0,1
2018,NE,Income,Data not reported,33.0,30.3,0,0
2018,NE,Income,"Less than $15,000",32.1,35.0,1,0
2018,NE,Race/Ethnicity,2 or more races,26.3,37.4,1,0
2018,NE,Race/Ethnicity,American Indian/Alaska Native,31.4,43.2,1,0
2018,NE,Race/Ethnicity,Asian,25.8,8.3,0,0
2018,NE,Race/Ethnicity,Hispanic,39.1,34.3,1,1
2018,NE,Race/Ethnicity,Non-Hispanic Black,25.3,42.8,1,0
2018,NE,Race/Ethnicity,Non-Hispanic White,35.1,33.9,1,1
2018,NE,Sex,Female,29.9,33.8,1,0
2018,NE,Sex,Male,39.4,34.5,1,1
2018,NE,Total,Total,34.8,34.1,1,1
2018,NH,Age (years),18 - 24,23.1,19.4,0,0
2018,NH,Age (years),25 - 34,33.3,24.7,0,0
2018,NH,Age (years),35 - 44,37.4,39.0,1,1
2018,NH,Age (years),45 - 54,33.7,34.0,1,0
2018,NH,Age (years),55 - 64,39.4,29.9,0,1
2018,NH,Age (years),65 or older,38.9,28.3,0,1
2018,NH,Education,College graduate,37.9,22.3,0,1
2018,NH,Education,High school graduate,35.8,33.9,1,1
2018,NH,Education,Less than high school,24.5,42.0,1,0
2018,NH,Education,Some college or technical school,35.0,30.5,0,1
2018,NH,Income,"$15,000 - $24,999",29.3,39.0,1,0
2018,NH,Income,"$25,000 - $34,999",33.6,34.9,1,0
2018,NH,Income,"$35,000 - $49,999",37.2,30.7,0,1
2018,NH,Income,"$50,000 - $74,999",40.6,28.3,0,1
2018,NH,Income,"$75,000 or greater",36.6,27.1,0,1
2018,NH,Income,Data not reported,34.7,25.4,0,0
2018,NH,Income,"Less than $15,000",23.3,38.1,1,0
2018,NH,Race/Ethnicity,2 or more races,26.6,28.9,0,0
2018,NH,Race/Ethnicity,Hispanic,36.9,21.7,0,1
2018,NH,Race/Ethnicity,Non-Hispanic White,35.8,30.0,0,1
2018,NH,Sex,Female,29.9,28.1,0,0
2018,NH,Sex,Male,40.6,31.1,0,1
2018,NH,Total,Total,35.4,29.6,0,1
2018,NJ,Age (years),18 - 24,26.6,12.0,0,0
2018,NJ,Age (years),25 - 34,34.8,21.8,0,1
2018,NJ,Age (years),35 - 44,36.2,31.7,1,1
2018,NJ,Age (years),45 - 54,41.8,26.0,0,1
2018,NJ,Age (years),55 - 64,36.0,31.8,1,1
2018,NJ,Age (years),65 or older,39.8,25.8,0,1
2018,NJ,Education,College graduate,39.6,20.1,0,1
2018,NJ,Education,High school graduate,36.6,31.1,0,1
2018,NJ,Education,Less than high school,45.9,26.6,0,1
2018,NJ,Education,Some college or technical school,30.7,27.8,0,0
2018,NJ,Income,"$15,000 - $24,999",39.3,31.8,1,1
2018,NJ,Income,"$25,000 - $34,999",40.7,28.9,0,1
2018,NJ,Income,"$35,000 - $49,999",37.2,28.8,0,1
2018,NJ,Income,"$50,000 - $74,999",34.9,29.2,0,1
2018,NJ,Income,"$75,000 or greater",36.3,24.3,0,1
2018,NJ,Income,Data not reported,37.9,16.3,0,1
2018,NJ,Income,"Less than $15,000",28.1,36.3,1,0
2018,NJ,Race/Ethnicity,Asian,29.2,12.3,0,0
2018,NJ,Race/Ethnicity,Hispanic,41.6,26.2,0,1
2018,NJ,Race/Ethnicity,Non-Hispanic Black,37.6,34.2,1,1
2018,NJ,Race/Ethnicity,Non-Hispanic White,36.2,26.1,0,1
2018,NJ,Sex,Female,29.4,25.5,0,0
2018,NJ,Sex,Male,43.9,25.8,0,1
