yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_type,data_value,data_value_alt,low_confidence_limit,high_confidence_limit,sample_size,income,geolocation,classid,topicid,questionid,datavaluetypeid,locationid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,age_years,race_ethnicity,data_value_footnote_symbol,data_value_footnote,education,sex,total
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,36.5,36.5,31.4,42.0,958,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Age (years),45 - 54,AGEYR,AGEYR4554,45 - 54,,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,46.2,46.2,40.6,51.9,1374,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Age (years),55 - 64,AGEYR,AGEYR5564,55 - 64,,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,41.5,41.5,37.5,45.5,2120,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Age (years),65 or older,AGEYR,AGEYR65PLUS,65 or older,,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,,American Indian/Alaska Native,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Asian,RACE,RACEASN,,Asian,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,37.1,37.1,31.7,42.7,1381,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Education,College graduate,EDU,EDUCOGRAD,,,,,College graduate,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,40.6,40.6,34.7,46.8,1299,Data not reported,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Income,Data not reported,INC,INCNR,,,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,29.7,29.7,26.5,33.1,3779,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Sex,Female,SEX,FEMALE,,,,,,Female,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,,Hawaiian/Pacific Islander,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.3,38.3,33.9,43.0,1893,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Education,High school graduate,EDU,EDUHSGRAD,,,,,High school graduate,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,32.2,32.2,15.4,55.4,68,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Hispanic,RACE,RACEHIS,,Hispanic,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,24.3,24.3,17.4,33.0,677,"Less than $15,000","{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Income,"Less than $15,000",INC,INCLESS15,,,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.5,35.5,29.2,42.4,736,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Education,Less than high school,EDU,EDUHS,,,,,Less than high school,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,45.1,45.1,40.9,49.4,1796,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Sex,Male,SEX,MALE,,,,,,Male,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,29.4,29.4,22.9,36.8,677,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,,Non-Hispanic Black,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.7,38.7,35.7,41.7,4667,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,,Non-Hispanic White,,,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Other,RACE,RACEOTH,,Other,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,37.3,37.3,31.9,43.1,1553,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Education,Some college or technical school,EDU,EDUCOTEC,,,,,Some college or technical sch,,
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,37.3,37.3,34.6,40.1,5575,,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,47,Total,Total,OVR,OVERALL,,,,,,,Total
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.8,34.8,31.5,38.4,2280,"$15,000 - $24,999","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"$15,000 - $24,999",INC,INC1525,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,32.9,32.9,28.5,37.6,1272,"$25,000 - $34,999","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"$25,000 - $34,999",INC,INC2535,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,37.1,37.1,33.0,41.3,1625,"$35,000 - $49,999","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"$35,000 - $49,999",INC,INC3550,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,33.8,33.8,30.3,37.6,1711,"$50,000 - $74,999","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"$50,000 - $74,999",INC,INC5075,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,39.3,39.3,36.6,42.2,3585,"$75,000 or greater","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"$75,000 or greater",INC,INC75PLUS,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,27.8,27.8,23.0,33.2,570,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),18 - 24,AGEYR,AGEYR1824,18 - 24,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,31.6,31.6,22.9,41.9,175,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,,2 or more races,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.8,34.8,31.2,38.6,1309,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),25 - 34,AGEYR,AGEYR2534,25 - 34,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.1,38.1,34.7,41.6,1816,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),35 - 44,AGEYR,AGEYR3544,35 - 44,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.1,35.1,32.1,38.2,2429,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),45 - 54,AGEYR,AGEYR4554,45 - 54,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,36.7,36.7,33.9,39.6,3016,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),55 - 64,AGEYR,AGEYR5564,55 - 64,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,39.1,39.1,36.8,41.5,4803,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Age (years),65 or older,AGEYR,AGEYR65PLUS,65 or older,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,21.3,21.3,13.1,32.7,106,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,,American Indian/Alaska Native,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,30.7,30.7,23.2,39.4,307,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Asian,RACE,RACEASN,,Asian,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.1,38.1,36.0,40.4,5021,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Education,College graduate,EDU,EDUCOGRAD,,,,,College graduate,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.1,34.1,29.7,38.7,1827,Data not reported,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,Data not reported,INC,INCNR,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,28.9,28.9,27.2,30.8,8505,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Sex,Female,SEX,FEMALE,,,,,,Female,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,,Hawaiian/Pacific Islander,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.6,34.6,32.0,37.3,3540,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Education,High school graduate,EDU,EDUHSGRAD,,,,,High school graduate,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,36.9,36.9,34.2,39.6,3113,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Hispanic,RACE,RACEHIS,,Hispanic,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,31.9,31.9,28.1,36.1,1724,"Less than $15,000","{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Income,"Less than $15,000",INC,INCLESS15,,,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.4,34.4,30.7,38.3,1859,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Education,Less than high school,EDU,EDUHS,,,,,Less than high school,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,41.7,41.7,39.5,43.9,5519,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Sex,Male,SEX,MALE,,,,,,Male,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.0,34.0,29.3,39.1,1005,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,,Non-Hispanic Black,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.1,35.1,33.3,37.0,9062,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,,Non-Hispanic White,,,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,,,,,,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Race/Ethnicity,Other,RACE,RACEOTH,,Other,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,34.7,34.7,32.0,37.6,3564,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC,,,,,Some college or technical sch,,
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.4,35.4,34.0,36.9,14024,,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,48,Total,Total,OVR,OVERALL,,,,,,,Total
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,33.4,33.4,30.2,36.7,1571,"$15,000 - $24,999","{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525,,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.2,38.2,34.3,42.2,1093,"$25,000 - $34,999","{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535,,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.6,35.6,32.7,38.7,1678,"$35,000 - $49,999","{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Income,"$35,000 - $49,999",INC,INC3550,,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,35.9,35.9,33.2,38.7,2045,"$50,000 - $74,999","{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Income,"$50,000 - $74,999",INC,INC5075,,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,36.7,36.7,34.7,38.8,3306,"$75,000 or greater","{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Income,"$75,000 or greater",INC,INC75PLUS,,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,22.4,22.4,19.1,26.1,821,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),18 - 24,AGEYR,AGEYR1824,18 - 24,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,36.9,36.9,24.5,51.3,98,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,,2 or more races,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,32.5,32.5,29.9,35.1,1790,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),25 - 34,AGEYR,AGEYR2534,25 - 34,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,37.0,37.0,34.5,39.6,2162,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),35 - 44,AGEYR,AGEYR3544,35 - 44,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,39.9,39.9,37.2,42.6,2013,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),45 - 54,AGEYR,AGEYR4554,45 - 54,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,39.4,39.4,36.8,42.1,2111,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),55 - 64,AGEYR,AGEYR5564,55 - 64,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,38.9,38.9,36.8,41.1,2950,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Age (years),65 or older,AGEYR,AGEYR65PLUS,65 or older,,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,31.1,31.1,20.5,44.1,85,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,,American Indian/Alaska Native,,,,,
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,Value,29.6,29.6,20.7,40.4,120,,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q037,VALUE,49,Race/Ethnicity,Asian,RACE,RACEASN,,Asian,,,,,
